id;cursusnaam;tekst;datum
1508;GeoDatabase Intro;GeoDatabase Intro: woensdag 6 en 13 november 2019 in Apeldoorn;6-11-2019
1509;GeoDatabase Intro;GeoDatabase Intro: dinsdag 3 en 10 december 2019 in Rotterdam;3-12-2019
1510;SQL Basis;SQL Basis: donderdag 18 en 25 januari 2019 in Apeldoorn;18-1-2019
1511;SQL Basis;SQL Basis: donderdag 15 en 22 februari 2019 in Rotterdam ;15-2-2019
1512;SQL Basis;SQL Basis: donderdag / vrijdag 8 en 9 maart 2019 in Rotterdam ;3-8-2019
1513;SQL Basis;SQL Basis: donderdag 15 en 22 maart 2019 in Apeldoorn;15-3-2019
1514;SQL Basis;SQL Basis: woensdag 11 en 18 april 2019 in Eindhoven;11-4-2019
1515;SQL Basis;SQL Basis: donderdag 12 en 19 april 2019 in Rotterdam;12-4-2019
1516;SQL Basis;SQL Basis: woensdag 8 en 15 mei 2019 in Amsterdam;8-5-2019
1517;SQL Basis;SQL Basis: donderdag 10 en 17 mei 2019 in Apeldoorn;10-5-2019
1518;SQL Basis;SQL Basis: woensdag 13 en 20 juni 2019 in Eindhoven;13-6-2019
1519;SQL Basis;SQL Basis: donderdag 14 en 21 juni 2019 in Rottedam;14-6-2019
1520;SQL Basis;SQL Basis: donderdag 12 en 19 juli 2019 in Apeldoorn;12-7-2019
1521;SQL Basis;SQL Basis: donderdag 16 en 23 augustus 2019 in Rotterdam;16-8-2019
1522;SQL Basis;SQL Basis: woensdag 12 en 19 september 2019 in Amsterdam;12-9-2019
1523;SQL Basis;SQL Basis: donderdag 13 en 20 september 2019 in Apeldoorn;13-9-2019
1524;SQL Basis;SQL Basis: woensdag 17 en 24 oktober 2019 in Eindhoven;17-10-2019
1525;SQL Basis;SQL Basis: donderdag 18 en 25 oktober 2019 in Rotterdam;18-10-2019
1526;SQL Basis;SQL Basis: woensdag 14 en 21 november 2019 in Amsterdam;14-11-2019
1527;SQL Basis;SQL Basis: donderdag 15 en november 2019 in Apeldoorn;15-11-2019
1528;SQL Basis;SQL Basis: woensdag 12 en 19 december 2019 in Eindhoven;12-12-2019
1529;SQL Basis;SQL Basis: donderdag 13 en 20 december 2019 in Rotterdam;12-12-2019
1530;AutoCAD 2D Basis - AutoDesk Gecertificeerd;AutoCAD 2D Basis (ATC certificaat): 27 mei, 3, 17 en 24 juni 2019 in Eindhoven;27-5-2019
1531;BricsCAD Gevorderd;BricsCAD Gevorderd: 12 en 19 juni 2019 in Apeldoorn;12-6-2019
1532;PowerCivil Basis;PowerCivil Basis: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
1533;Revit Architecture Design;Revit Architecture Design: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
1534;MathCAD Basis;MathCAD Basis: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
1535;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 27 mei en 4 juni 2019 in Apeldoorn;27-5-2019
1536;QField;QField: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
1537;QGIS Configuratie en Beheer;QGIS Configuratie en Beheer: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
1538;GDAL;GDAL Geospatial Data Abstraction Library: 8 en 9 januari 2019 in Apeldoorn;8-1-2019
1539;GDAL;GDAL Geospatial Data Abstraction Library: 5 en 6 februari 2019 in Rotterdam;5-2-2019
1540;GDAL;GDAL Geospatial Data Abstraction Library: 5 en 6 maart 2019 in Apeldoorn;5-3-2019
1541;GDAL;GDAL Geospatial Data Abstraction Library: 4 en 5 maart 2019 in Amsterdam;5-3-2019
1542;GDAL;GDAL Geospatial Data Abstraction Library: 9 en 10 april 2019 in Rotterdam;9-4-2019
1543;GDAL;GDAL Geospatial Data Abstraction Library: 8 en 9 april 2019 in Eindhoven;8-4-2019
1544;GDAL;GDAL Geospatial Data Abstraction Library: 14 en 15 mei 2019 in Apeldoorn;14-5-2019
1545;GDAL;GDAL Geospatial Data Abstraction Library: 13 en 14 mei 2019 in Amsterdam;13-5-2019
1546;GDAL;GDAL Geospatial Data Abstraction Library: 11 en 12 juni 2019 in Rotterdam;11-6-2019
1547;GDAL;GDAL Geospatial Data Abstraction Library: 10 en 11 juni 2019 in Eindhoven;10-6-2019
1548;GDAL;GDAL Geospatial Data Abstraction Library: 9 en 10 juli 2019 in Apeldoorn;9-7-2019
1549;GDAL;GDAL Geospatial Data Abstraction Library: 13 en 14 augustus 2019 in Rotterdam;13-8-2019
1550;GDAL;GDAL Geospatial Data Abstraction Library: 10 en 11 september 2019 in Apeldoorn;10-9-2019
1551;GDAL;GDAL Geospatial Data Abstraction Library: 9 en 10 september 2019 in Amsterdam;9-9-2019
1552;GDAL;GDAL Geospatial Data Abstraction Library: 8 en 9 oktober 2019 in Rotterdam;8-10-2019
1553;GDAL;GDAL Geospatial Data Abstraction Library: 7 en 8 oktober 2019 in Eindhoven;7-10-2019
1554;GDAL;GDAL Geospatial Data Abstraction Library: 12 en 13 november 2019 in Apeldoorn;12-11-2019
1555;GDAL;GDAL Geospatial Data Abstraction Library: 11 en 12 november 2019 in Amsterdam;11-11-2019
1556;GDAL;GDAL Geospatial Data Abstraction Library: 10 en 11 december 2019 in Rotterdam;10-12-2019
1557;AutoCAD 2D Gevorderd;AutoCAD 2D Gevorderd: woensdag 12 en 19 juni 2019 in Apeldoorn;12-6-2019
1558;AutoCAD Civil 3D Basis;AutoCAD Civil 3D Basis: vrijdag 14, 21 en 28 juni 2019 in Rotterdam;14-6-2019
1559;Qlik Sense;Qlik Sense: maandag 7,14 en 21 januari 2019 in Apeldoorn;7-1-2019
1560;Qlik Sense;Qlik Sense: maandag 4, 11 en 18 februari 2019 in Rotterdam;4-2-2019
1561;Qlik Sense;Qlik Sense: maandag 4, 11 en 18 maart 2019 in Apeldoorn;4-3-2019
1562;Qlik Sense;Qlik Sense: donderdagen 21, 28 maart en 4 April 2019 in Apeldoorn;21-3-2019
1563;Qlik Sense;Qlik Sense: maandag 8, 15 en 23 april 2019 in Rotterdam;8-4-2019
1564;Qlik Sense;Qlik Sense: dinsdag 9, 16 en 23 april 2019 in Eindhoven;9-4-2019
1565;Qlik Sense;Qlik Sense: maandag 6, 13 en 20 mei 2019 in Apeldoorn;6-5-2019
1566;Qlik Sense;Qlik Sense: dinsdag 7, 14 en 21 mei 2019 in Amsterdam;7-5-2019
1567;Qlik Sense;Qlik Sense: maandag 3, 10 en 17 juni 2019 in Rotterdam;3-6-2019
1568;Qlik Sense;Qlik Sense: dinsdag 4, 11 en 18 juni 2019 in Eindhoven;4-6-2019
1569;Qlik Sense;Qlik Sense: maandag 1, 8 en 15 juli 2019 in Apeldoorn;1-7-2019
1570;Qlik Sense;Qlik Sense: maandag 5, 12 en 19 augustus 2019 in Rotterdam;5-8-2019
1571;Qlik Sense;Qlik Sense: maandag 2, 9 en 16 september 2019 in Apeldoorn;2-9-2019
1572;Qlik Sense;Qlik Sense: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
1573;Qlik Sense;Qlik Sense: maandag, 7 14 en 21 oktober 2019 in Rotterdam;7-10-2019
1574;Qlik Sense;Qlik Sense: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
1575;Qlik Sense;Qlik Sense: maandag 4, 11 en 18 november 2019 in Apeldoorn;4-11-2019
1576;Qlik Sense;Qlik Sense: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
1577;Qlik Sense;Qlik Sense: maandag 2, 9 en 16 december 2019 in Rotterdam;2-12-2019
1578;Qlik Sense;Qlik Sense: Op afroep i.o. bij u of op een van onze locaties;31-12-2019
1579;Leergang Medewerker BGT;Leergang Medewerker BGT: 1, 2, 8 en 9 oktober 2019 in Apeldoorn;1-10-2019
1580;Leergang Medewerker BGT;Leergang Medewerker BGT: 5, 6, 12 en 13 november 2019 in Apeldoorn;5-11-2019
1581;Leergang Medewerker BGT;Leergang Medewerker BGT: 3, 4, 10 en 11 december 2019 in Apeldoorn;3-12-2019
1591;Leergang Medewerker BGT;Leergang Medewerker BGT: 10, 11, 17 en 18 september 2019 in Apeldoorn;10-9-2019
1592;BiZZdesign Enterprise Studio;BiZZdesign Enterprise Studio: maandag 2, 9 en 16 december 2019 in Rotterdam;2-12-2019
1593;BiZZdesign Enterprise Studio;BiZZdesign Enterprise Studio: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
1594;BiZZdesign Enterprise Studio;BiZZdesign Enterprise Studio: maandag 4, 11 en 18 november 2019 in Apeldoorn;4-11-2019
1595;BiZZdesign Enterprise Studio;BiZZdesign Enterprise Studio: maandag 7, 14 en 21 oktober 2019 in Eindhoven;14-10-2019
1596;BiZZdesign Enterprise Studio;BiZZdesign Enterprise Studio: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
1597;BiZZdesign Enterprise Studio;BiZZdesign Enterprise Studio: maandag 5, 12 en 19 augustus 2019 in Rotterdam;5-8-2019
1598;BiZZdesign Enterprise Studio;BiZZdesign Enterprise Studio: maandag 2, 9 en 16 september 2019 in Apeldoorn;2-9-2019
1599;Revit en Dynamo;Revit en Dynamo: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
1600;Revit en Dynamo;Revit en Dynamo: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
1601;Revit en Dynamo;Revit en Dynamo: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
1602;Revit en Dynamo;Revit en Dynamo: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
1603;Revit en Dynamo;Revit en Dynamo: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
1604;Revit en Dynamo;Revit en Dynamo: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
1605;Revit en Dynamo;Revit en Dynamo: woensdag 4, 11 en 18 december 2019 in ROtterdam;4-12-2019
1606;FME Python;FME Python: maandag 2 en 9 september 2019 in Apeldoorn;2-9-2019
1607;FME Python;FME Python: dinsdag 3 en 10 september 2019 in Amsterdam;3-9-2019
1608;FME Python;FME Python: maandag 7 en 14 oktober 2019 in Rotterdam;7-10-2019
1609;FME Python;FME Python: dinsdag 8 en 15 oktober 2019 in Eindohven;8-10-2019
1610;FME Python;FME Python: maandag 4 en 11 november 2019 in Apeldoorn;4-11-2019
1611;FME Python;FME Python: dinsdag 5 en 12 november 2019 in Amsterdam;5-11-2019
1612;FME Python;FME Python: maandag 2 en 9 december 2019 in Rotterdam;2-12-2019
1613;Python en Dynamo;Python en Dynamo: maandag 2 en 9 december 2019 in Rotterdam;2-12-2019
1614;Python en Dynamo;Python en Dynamo: dinsdag 5 en 12 november 2019 in Amsterdam;5-11-2019
1615;Python en Dynamo;Python en Dynamo: maandag 4 en 11 november 2019 in Apeldoorn;4-11-2019
1616;Python en Dynamo;Python en Dynamo: dinsdag 8 en 15 oktober 2019 in Eindohven;8-10-2019
1617;Python en Dynamo;Python en Dynamo: maandag 7 en 14 oktober 2019 in Rotterdam;7-10-2019
1618;Python en Dynamo;Python en Dynamo: dinsdag 3 en 10 september 2019 in Amsterdam;3-9-2019
1619;Python en Dynamo;Python en Dynamo: maandag 2 en 9 september 2019 in Apeldoorn;2-9-2019
1620;Power BI Desktop;Power BI Desktop: donderdag 22 augustus 2019 in Rotterdam;22-8-2019
1621;Power BI Desktop;Power BI Desktop: dinsdag 24 september 2019 in Amsterdam;24-9-2019
1622;Power BI Desktop;Power BI Desktop: donderdag 24 oktober 2019 in Rotterdam;24-10-2019
1623;Power BI Desktop;Power BI Desktop: donderdag 21 november 2019 in Apeldoorn;21-11-2019
1624;Power BI Desktop;Power BI Desktop: dinsdag 26 november 2019 in Amsterdam;26-11-2019
1625;Power BI Desktop;Power BI Desktop: dinsdag 10 december 2019 in Eindhoven;10-12-2019
1626;Power BI Desktop;Power BI Desktop: woensdag 18 december 2019 in Rotterdam;18-12-2019
1627;SAS Visual Analytics;SAS Visual Analytics: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
1628;SAS Visual Analytics;SAS Visual Analytics: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
1629;SAS Visual Analytics;SAS Visual Analytics: woensdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
1630;SAS Visual Analytics;SAS Visual Analytics: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
1631;SAS Visual Analytics;SAS Visual Analytics: dinsdag 8, 15 en 22 oktober 2019 in Eindhoven;8-10-2019
1632;SAS Visual Analytics;SAS Visual Analytics: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
1633;SAS Visual Analytics;SAS Visual Analytics: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
1634;Python Anaconda Introductie;Python-Anaconda Introductie: donderdag en vrijdag 19 en 20 december 2019 in Rotterdam;20-12-2019
1635;Python Anaconda Introductie;Python-Anaconda Introductie: dinsdag en woensdag 10 en 11 december 2019 in Eindhoven;10-12-2019
1636;Python Anaconda Introductie;Python-Anaconda Introductie: woensdag en donderdag 13 en 14 november 2019 in Apeldoorn;13-11-2019
1637;Python Anaconda Introductie;Python-Anaconda Introductie: dinsdag en woensdag 12 en 13 november 2019 in Amsterdam;12-11-2019
1638;Python Anaconda Introductie;Python-Anaconda Introductie: woensdag en donderdag 9 en 10 oktober 2019 in Rotterdam;9-10-2019
1639;Python Anaconda Introductie;Python-Anaconda Introductie: dinsdag en woensdag 8 en 9 oktober 2019 in Eindhoven;8-10-2019
1640;Python Anaconda Introductie;Python-Anaconda Introductie: woensdag en donderdag 11 en 12 september 2019 in Apeldoorn;11-9-2019
1641;Python Anaconda Introductie;Python-Anaconda Introductie: woensdag en donderdag 10 en 11 september 2019 in Amsterdam;10-9-2019
1642;Python Anaconda Dashboards;Python-Anaconda Dashboards: woensdag en donderdag 10 en 11 september 2019 in Amsterdam;10-9-2019
1643;Python Anaconda Dashboards;Python-Anaconda Dashboards: woensdag en donderdag 11 en 12 september 2019 in Apeldoorn;11-9-2019
1644;Python Anaconda Dashboards;Python-Anaconda Dashboards: dinsdag en woensdag 8 en 9 oktober 2019 in Eindhoven;8-10-2019
1645;Python Anaconda Dashboards;Python-Anaconda Dashboards: woensdag en donderdag 9 en 10 oktober 2019 in Rotterdam;9-10-2019
1646;Python Anaconda Dashboards;Python-Anaconda Dashboards: dinsdag en woensdag 12 en 13 november 2019 in Amsterdam;12-11-2019
1647;Python Anaconda Dashboards;Python-Anaconda Dashboards: woensdag en donderdag 13 en 14 november 2019 in Apeldoorn;13-11-2019
1648;Python Anaconda Dashboards;Python-Anaconda Dashboards: dinsdag en woensdag 10 en 11 december 2019 in Eindhoven;10-12-2019
1649;Python Anaconda Dashboards;Python-Anaconda Dashboards: donderdag en vrijdag 19 en 20 december 2019 in Rotterdam;20-12-2019
1650;Python Anaconda Datascience;Python-Anaconda Datascience: woensdag 4, 11 en 18 december 2019 in Rotterdam;4-12-2019
1651;Python Anaconda Datascience;Python-Anaconda Datascience: woensdag 6, 13 en 20 november 2019 in Apeldoorn;6-11-2019
1652;Python Anaconda Datascience;Python-Anaconda Datascience: dinsdag 5, 12 en 19 november 2019 in Amsterdam;5-11-2019
1653;Python Anaconda Datascience;Python-Anaconda Datascience: woensdag 9, 16 en 23 oktober 2019 in Rotterdam;9-10-2019
1654;Python Anaconda Datascience;Python-Anaconda Datascience: dinsdag 8, 15 en 22 oktober in 2019 Eindhoven;8-10-2019
1655;Python Anaconda Datascience;Python-Anaconda Datascience: woensdag 4, 11 en 18 september 2019 in Apeldoorn;4-9-2019
1656;Python Anaconda Datascience;Python-Anaconda Datascience: dinsdag 3, 10 en 17 september 2019 in Amsterdam;3-9-2019
1657;Leergang Data-analyse en GIS;Leergang Data-analyse:  21, 22, 23, 24, 28, 29, 30 en 31 januari 2020 in Apeldoorn;21-1-2020
1658;Leergang Data-analyse en GIS;Leergang Data-analyse: 17, 18, 19, 20, 24, 25, 26 en 27 maart 2020 in Apeldoorn;17-3-2020
1659;Leergang Data-analyse en GIS;Leergang Data-analyse: 19, 20, 21, 22, 26, 27, 28 en 29 mei 2020 in Apeldoorn;19-5-2020
1660;Leergang Data-analyse en GIS;Leergang Data-analyses: 7, 8, 9, 10, 14, 15, 16 en 17 juli 2020 in Apeldoorn;7-7-2020
1661;Leergang Data-analyse en GIS;Leergang Data-analyses: 15, 16, 17, 18, 22, 23, 24 en 25 september 2020 in Apeldoorn;15-9-2020
1662;Leergang Data-analyse en GIS;Leergang Data-analyses: 17, 18, 19, 20, 24, 25, 26 en 27 november 2020 in Apeldoorn;17-11-2020
1663;Leergang Medewerker Landmeetkunde;Cursus Landmeetkunde: maandag 5, 12, 19, 26 oktober 2020 in Apeldoorn;5-10-2020
1664;Leergang Medewerker Landmeetkunde;Cursus Landmeetkunde: maandag 6,  13, 20 en 27 juli 2020 in Apeldoorn;6-7-2020
1665;Leergang Medewerker Landmeetkunde;Cursus Landmeetkunde: maandag 4, 11, 18 en 25 mei 2020 in Apeldoorn;4-5-2020
1666;Leergang Medewerker Landmeetkunde;Cursus Landmeetkunde: maandag 3, 10, 17 en 24 februari 2020 in Apeldoorn;3-2-2020
1667;Leergang Medewerker Landmeetkunde;Cursus Landmeetkunde: maandag 4, 11, 18 en 25 november 2019 in Apeldoorn;4-11-2019
1668;Leergang Medewerker Landmeetkunde;Cursus Landmeetkunde: maandag 9, 16, 23, 30 september 2019 in Apeldoorn;9-9-2019
1669;Leergang Medewerker Maatvoering;Cursus Maatvoering: maandag 7, 14, 21 en 28 oktober 2019 in Apeldoorn;7-10-2019
1670;Leergang Medewerker Maatvoering;Cursus Maatvoering: maandag 6, 13, 20 en 27 januari 2020 in Apeldoorn;6-1-2020
1671;Leergang Medewerker Maatvoering;Cursus Maatvoering: maandag 9, 16, 23 en 30 maart 2020 in Apeldoorn;9-3-2020
1672;Leergang Medewerker Maatvoering;Cursus Maatvoering: maandag 8, 15, 22 en 29 juni 2020 in Apeldoorn;8-6-2020
1673;Leergang Medewerker Maatvoering;Cursus Maatvoering: maandag 7, 14, 21 en 28 september 2020 in Apeldoorn;7-9-2020
1674;Leergang Medewerker Maatvoering;Cursus Maatvoering: maandag 2, 9, 16 en 23 november 2020 in Apeldoorn;2-11-2020
